id,severity_reported,severity_normalized,theme,area,files,title,evidence,fix,loc_delta_estimate,sources,in_flight,territory,verify
R-258,Should-fix,Should-fix,observability,jasper/cli/doctor/,172 registered checks; 87 with no reachable fail; privsep.py:610; web.py:346; boot_config.py:34-35; audio_runtime_ring.py:544; privsep.py:534-598; deploy/systemd/jasper-doctor-json.service:18,"51% of doctor rows cannot fail, including two security-posture regressions","Measured: 172 @doctor_check == registered_checks(); 87 top out at warn or ok, so they never move the exit code install.sh:2173 reads. privsep.check_household_secret_readable (the device-to-device /grouping/set auth gate has 'silently fail-safe-OPENED') and web.check_camillagui_loopback (an unauthenticated root-backed CamillaDSP config editor LAN-reachable) are both warn-only. Two rows return status ok with detail 'skipped - ...', the exact anti-pattern ADR-0233 rule 3 names. Ten four-line wrappers expand one MANIFEST table into ten always-ok rows. The unit comment says '175 checks' - it is 172, stale in three places",Promote the two security rows to fail; make the skipped rows say skipped; generate the privsep ten in a loop; fix the count,+20,"T10-headline,T10-C11,T10-C14",,doctor-state-resilience,Y
R-259,Should-fix,Should-fix,observability,jasper/,"subway, bus and weather have no doctor check and no /state health; weather uses flat event names",Three assistant integrations are unobserved while their four siblings are covered,"citibike, google_routes, google_tokens and home_assistant have checks at cli/doctor/integrations.py:40,100,145,202; /state carries transit packs, HA, spotify and research. Event vocabulary is dotted (transit.*, ha.*, research.*, calibration_agent.*) except weather, which is flat (weather_geocode, weather_http_error) - 11 flat vs 139 dotted repo-wide",Add the three doctor checks; make weather's event names dotted,+60,T03-observability,,steward-general,N
R-260,Should-fix,Should-fix,observability,jasper/control/,"jasper/control/state_aggregate.py:239-327,1085-1425; handlers/system.py:106-200; audio_health.py:2309","/state has no schema owner, nine publish mechanisms, three renderings","/state carries fanin and outputd verbatim AND re-derived projections of the same two probes under audio_graph.fanin/.outputd; /system/snapshot is a SECOND schema builder with overlapping keys composed by an entirely different code path; audio_health builds a THIRD rendering of the same probes. audio_health.SCHEMA_VERSION = 1 is emitted and read by nobody. Nine mechanisms: UDS JSON, UDS line protocol, CamillaDSP websocket, busctl subprocess, in-process singleton, on-disk files, journal scraping, read-only SQLite, systemctl show + an HTTP child",Do not build a schema framework - delete the audio_graph re-projections and have _get_system_snapshot compose from _get_state's sections rather than re-reading,-150,T08-C9,,doctor-state-resilience,N
R-261,Nit,Should-fix,observability,rust/jasper-outputd/,"rust/jasper-outputd/src/state.rs:945-957; jasper/transport_coherence.py:149,195",/state reports content.source='alsa' on boxes with no ALSA content lane,"snapshot_json picks shm_ring iff shm_ring_path.is_some() else 'alsa', so a bonded member on the dac-content ring reports 'alsa' while content_bridge.mode correctly reports dac_content_ring - two spellings of one fact, one false. The Python side mirrors the wrong token",Report content_bridge_mode.as_str() here (or delete the key and let content_bridge.mode be the single answer) and update the Python mirror in the same PR,-10,T20-C13,,hardware-input,N
R-262,Should-fix,Should-fix,observability,jasper/control/,jasper/control/server.py:2253 vs restart_broker.py:41; 13 mutating systemctl sites inside jasper/control/,"The single-mediated-systemctl-boundary claim is false, and stated twice","Recount: 74 actual argv sites in jasper/ (the previous audit's 96 counted mentions), ~28 read-only probes, ~36 state-changing, and 13 of those 36 live inside jasper/control/ itself. Four postures for restarting a unit, two of them in one file; jasper-voice.service and jasper-grouping-reconcile-trailing.service are both in MANAGED_UNITS so the unaudited sites have no reason to exist",Delete the main() claim; convert the 13 in-tile mutating sites to manage_units - then the sentence becomes true for state-changing verbs,-30,"T08-C2,T08-C10",,doctor-state-resilience,Y
R-263,Nit,Nit,observability,jasper/control/,"jasper/control/server.py:1084,1109; measurement_hold.py; debug_control.py:56-62","Three control-plane defects: a non-atomic write, an unlocked RMW, a lying event","_write_grouping_reconciler_trailing_delay does path.write_text() to a /run file, then restarts the unit that reads it, while atomic_io.atomic_write_text is already imported in the package. debug_control._atomic_write says it is 'duplicated (not imported) to avoid a circular import with the server module' - the stated reason is wrong (server._atomic_rewrite_env is itself a one-line call to atomic_io.locked_update_env_file), and the duplicate has NO advisory lock, so a /debug POST racing the expiry timer can lose keys. _launch_grouping_reconciler_kick logs event=grouping.reconciler_kick BEFORE the Popen, so the line means 'attempted'","atomic_write_text; locked_update_env_file(debug_mode.DEBUG_FILE, updates, mode=0o644); move the log after the spawn",-30,"T08-C5,T08-C12,T08-C13,p0-dup-4",,doctor-state-resilience,N
R-264,Earns-its-keep,Earns-keep,observability,tests/,tests/test_cue_registry_coverage.py; test_xvf_host.py:17-30; test_doctor_renderers.py:704-716; test_camilla_systemd_unit.py:32-70; test_launch_blocker_docs_exist.py,Five guard tests are the house style for the non-negotiables,"Bidirectional CUES registry <-> play-site cross-check with no allowlist (NN6); a _FORBIDDEN_COMMANDS AST scan of xvf_host.py and the probe shell script (NN2); the exact aplay argv pinned AS A LIST with a comment naming non-negotiable 5; systemd directives parsed as structured fields and cross-checked against sibling units, citing the 2026-05-07 incident it guards",No fix - document as the pattern to imitate,0,"p0-tests-2,p0-tests-11.11,T02-earns",,steward-general,N
R-265,Earns-its-keep,Earns-keep,tests-pinning-internals,tests/,tests/voice_eval/conftest.py:98-113; scripts/test-merge:78; .github/workflows/tests.yml:367-374; scripts/test-fast:191; tests/test_voice_eval_registry.py,"The paid-lane isolation is four independent layers, one of them genuinely clever",Session-scoped skip unless the provider key AND OPENAI_API_KEY are set; --ignore in test-merge; a required CI step literally named 'voice_eval explicitly excluded' with no keys in the workflow to find; an empty test-fast routing arm; plus a hardware-free registry test in the top-level package that caught a real paid-only bug (cfg.bus_stop_id did not exist). Residual risk named: a new file OUTSIDE tests/voice_eval/ importing the harness would not be caught - none exists today,No fix,0,"p0-tests-9,p0-tests-11.12",,steward-general,N
R-266,Earns-its-keep,Earns-keep,duplicate-primitives,jasper/ + deploy/assets/,"jasper/camilla_emit.py; camilla_config_contract.py; audio_measurement/{analysis,deconv}.py; jasper/cli/doctor/_shared.py; rust/ crate graph; deploy/assets/shared/js/; audio_measurement/bundles.py; scripts/check-peq-parity.mjs",Eight seams a naive duplicate sweep would re-open - verified converged,"Two CamillaDSP emitters over one primitive layer, with the active emitter CALLING emit_sound_config; smooth_fractional_octave and magnitude_response used by 23 modules across three packages; one doctor _run behind 40 call sites, one registry, one CheckResult; jasper-clock (pure DLL) vs jasper-host-clock (ALSA servo that composes it) are a real split, not duplication; only 2 CSS selectors appear in >=3 files and escapeHtml/getJson/fetchJson/debounce have zero reimplementations outside shared/js/; one artifact-manifest implementation with 8 consumers; the JS<->Python<->CamillaDSP PEQ triple is CI-guarded and is the model the five filter-math forks should follow",No fix - listed so a later pass does not re-litigate them,0,"p0-dup-earns,T22-C5",,steward-general,N
R-267,Earns-its-keep,Earns-keep,resilience,jasper/ + rust/ + c/,"jasper/camilla.py:322-410; jasper/dsp_apply.py (_dsp_apply_lock); jasper/sound/runtime.py; jasper/openwakeword_guard.py; jasper/env_load.py:9-19; rust/jasper-fanin/src/mixer/{lane_fade.rs,direct_capture.rs}; rust/jasper-outputd/src/{types.rs,content_fill.rs}; c/jts-ring-ioplug/jts_ring_shm.h:489-496; jasper/control/{ha_status_cache,ha_probe_child}.py; jasper/accessories/supervisor.py",Eleven pieces of machinery that look like ceremony and are not,"camilla's shield + _abort_active_websocket dance is required because pycamilladsp is sync and asyncio cancellation does not stop a thread; the dsp_apply task-keyed re-entrancy prevents a real deadlock; StatefileCamillaController converges a box with CamillaDSP down (cited jts4 incident, bounded); openwakeword_guard's measured 78 MiB RSS table is non-derivable on a 1 GB Pi; the ENV_FILES-vs-units test reading deploy/systemd/*.service is the best boundary guard in the platform tile; LaneFade's gain is provably <=1.0 in every combination; DirectOpener exists because snd_pcm_open blocks and cannot run in a 5.33 ms budget; narrow_period_i24_le genuinely cannot be a width parameter; content_fill answers a question no cumulative counter can ('deaf right now'); the C pace-refill overflow bound carries a written proof exercised to UINT64_MAX; the HA child-process boundary keeps httpx out of a resident daemon AND returns non-blocking; ADR-0225's accessory supervisor is not a re-implementation of Restart= because a BLE fault must not stop the HID button path",No fix,0,"T05-earns,T18-F14,T18-F15,T19-1-earns,T19-2-earns,T20-earns,T22-C7,T08-earns,T09-C15",,steward-general,N
R-268,Earns-its-keep,Earns-keep,god-files,jasper/ + scripts/ + c/,"jasper/active_speaker/commissioning_run.py; jasper/cli/wiim_remote_ce.py; scripts/run-crossover-round.py; scripts/_first_party_arm64_release.py; jasper/audio_measurement/{gating,timeline_slip,excitation}.py; jasper/attribution/; jasper/cli/round_views/; jasper/active_speaker/crossover_v2/{admission,session_graph,accountability,sweep_spec}.py; deploy/lib/install/build-sandbox.sh; deploy/lib/jasper-core-graph-park-units.sh; wake_training/feature_bank.py",Twelve large or odd-shaped subjects reviewers tried to cut and could not,"commissioning_run is bounded on every axis and validates a whole-file fingerprint on every read; wiim_remote_ce's every design choice is backed by an on-hardware measurement or a cited kernel behaviour; run-crossover-round composes existing product CLIs rather than reimplementing them; _first_party_arm64_release is fail-closed throughout and stdlib-only by design so it works pre-venv; gating's 33% prose is nearly all measured operating points; excitation.py is 13 lines, one constant, 17 importers - exactly the right shape; attribution/ is imported by two different top-level packages, which is what a small shared package is for; round_views' _FAMILIES tuple + uniform add_parser IS the dispatch table; admission's two-function split is a LOCK boundary, not decoration; build-sandbox.sh's OOM-victim inversion is the only thing between a 1 GB Pi build and a dead daemon; jasper-core-graph-park-units.sh is deliberately sourced by both installer and runtime with a test pinning that no copy survives - the model for the polkit and port findings; wake_training/feature_bank.py is consumed for every shared concern by both builders with zero re-implementation",No fix,0,"T14-1-earns,T17-1,T26-2-C15,T26-1,T12-2-earns,T15-earns,T17-2-C9,T13-2-earns,T23-earns,T22-C8",,steward-general,N
R-269,Earns-its-keep,Earns-keep,secrets,jasper/,"jasper/web/wifi_setup.py:805-813,882,1045,1060; voice_setup.py:246,1454; /var/lib/jasper-secrets/ + /var/lib/jasper-intsecrets/; jasper/transit/base.scrub_secrets; scripts/_diagnostic_redaction.sh",Secret handling is clean everywhere it was checked except the redactor itself,Every PSK-bearing argv goes through _run_nmcli_secret and _scrub_psk scrubs echoed-back PSKs out of nmcli stderr; provider exceptions are replaced key-by-key before reaching a flash and log_event records only the exception class name; the two compartments have a single wizard writer each with mode re-asserted every deploy and a doctor audit; BusTime keys ride in query strings and every interpolation goes through scrub_secrets; HA masks via mask_secret and gates /credentials-for-copy behind CSRF; rooms_setup redacts the control token out of a peer's error body. The one residual: google_creds.py:283 logs the google-auth RefreshError verbatim,No fix beyond the redactor blocker; note the RefreshError interpolation,0,"T16-3-earns,T03-secrets,p0-config-3b,T09-secrets,T16-1-answers",,steward-general,N
